,teamID,ACC,AGI,ARM,END,G,HND,INT,KAc,KDi,KR,KR Avg,KR Lg,KR TD,KR Yds,L,Name,OVR,PA,PBl,PF,PR,PR Avg,PR Lg,PR TD,PR Yds,Player,Pos,RBl,S,SPE,STR,T,TCK,Team,W,WPct
270,7,1,70,1,70,14,55,51,1,1,6,16.3,31,0,98,14,"Verns, D.",73,475,1,162,0,0.0,0,0,0,"Verns, D.",FS,1,10,91,40,0,50,PHI,0,0.0
271,7,1,65,1,60,14,60,40,1,1,3,13.0,14,0,39,14,"Stormblessed, N.",65,475,10,162,0,0.0,0,0,0,"Stormblessed, N.",WR,10,10,88,26,0,20,PHI,0,0.0
272,7,1,70,1,60,14,50,55,1,1,12,27.2,92,1,327,14,"Hayden, A.",73,475,1,162,15,6.7,17,0,101,"Hayden, A.",CB,1,10,92,40,0,45,PHI,0,0.0
273,8,1,94,1,94,14,68,70,1,1,25,26.4,47,0,661,3,"Bayley, B.",97,279,1,505,10,5.6,19,0,56,"Bayley, B.",CB,1,10,100,64,0,70,NO,11,0.7859999999999999
274,8,1,92,1,96,14,90,69,1,1,18,22.7,44,0,409,3,"Crush, C.",95,279,10,505,19,8.4,20,0,159,"Crush, C.",WR,10,10,100,65,0,20,NO,11,0.7859999999999999
275,8,1,89,1,89,14,70,80,1,1,41,27.3,45,0,1118,3,"Fyodorovich, V.",96,279,1,505,27,7.6,19,0,205,"Fyodorovich, V.",CB,1,10,100,65,0,67,NO,11,0.7859999999999999
276,1,15,90,15,89,14,75,71,1,1,35,23.6,46,0,827,5,"Taylor, O.",94,336,30,413,0,0.0,0,0,0,"Taylor, O.",RB,20,11,100,70,0,20,BAL,9,0.643
277,1,1,76,1,80,14,81,70,1,1,35,20.7,58,0,724,5,"Valentine, V.",86,336,10,413,30,11.5,86,2,346,"Valentine, V.",WR,10,11,100,54,0,20,BAL,9,0.643
278,2,1,94,1,90,14,70,80,1,1,48,27.3,98,1,1312,10,"Lavelle, D.",98,413,1,336,29,9.4,70,0,273,"Lavelle, D.",CB,1,11,100,65,0,70,YKW,4,0.28600000000000003
279,2,1,82,1,80,14,75,70,1,1,36,26.0,99,1,935,10,"Pennington, T.",87,413,1,336,0,0.0,0,0,0,"Pennington, T.",FS,1,11,95,70,0,50,YKW,4,0.28600000000000003
280,3,1,82,1,60,14,50,70,1,1,1,3.0,3,0,3,6,"Danger, D.",75,417,1,422,0,0.0,0,0,0,"Danger, D.",CB,1,11,80,50,0,50,COL,8,0.5710000000000001
281,3,1,90,1,92,14,90,80,1,1,34,27.2,65,0,924,6,"Miller, H.",96,417,10,422,19,11.5,87,0,218,"Miller, H.",WR,10,11,100,65,0,35,COL,8,0.5710000000000001
282,3,1,87,1,81,14,83,59,1,1,43,23.5,42,0,1010,6,"Aaron, D.",84,417,14,422,0,0.0,0,0,0,"Aaron, D.",WR,14,11,95,38,0,24,COL,8,0.5710000000000001
283,3,1,79,1,60,14,55,50,1,1,1,1.0,1,0,1,6,"Ludvig, O.",74,417,1,422,0,0.0,0,0,0,"Ludvig, O.",CB,1,11,80,45,0,50,COL,8,0.5710000000000001
284,4,1,90,1,82,14,70,80,1,1,41,25.0,108,1,1027,8,"Barnes, B.",91,381,1,376,0,0.0,0,0,0,"Barnes, B.",FS,1,11,90,80,0,70,AZ,6,0.429
285,4,1,80,1,75,14,55,50,1,1,34,24.1,99,1,819,8,"Hobbs, S.",78,381,1,376,26,6.2,19,0,161,"Hobbs, S.",FS,1,11,95,50,0,50,AZ,6,0.429
286,5,1,89,1,90,14,88,52,1,1,38,25.2,46,0,956,4,"Atwell, T.",91,331,11,394,0,0.0,0,0,0,"Atwell, T.",WR,11,11,100,58,0,20,OCO,10,0.7140000000000001
287,5,1,95,1,100,14,75,80,1,1,32,27.9,95,1,894,4,"Broxton, J.",98,331,25,394,39,13.2,72,1,513,"Broxton, J.",FS,25,11,100,70,0,75,OCO,10,0.7140000000000001
288,6,1,70,1,81,14,83,68,1,1,49,25.7,84,0,1257,13,"Oles, K.",85,411,10,228,28,5.3,44,0,149,"Oles, K.",WR,10,11,100,49,0,20,SJS,1,0.071
289,6,1,70,1,50,14,70,56,1,1,31,16.5,35,0,513,13,"Weston, S.",69,411,10,228,0,0.0,0,0,0,"Weston, S.",WR,10,11,87,25,0,20,SJS,1,0.071
290,7,1,93,1,90,14,80,85,1,1,36,24.9,89,0,895,7,"Bly Jr., A.",99,313,13,309,27,9.2,68,1,249,"Bly Jr., A.",CB,21,11,95,70,0,72,PHI,7,0.5
291,7,15,81,15,90,14,75,30,1,1,35,23.6,42,0,826,7,"Brown, M.",85,313,20,309,0,0.0,0,0,0,"Brown, M.",RB,20,11,100,57,0,20,PHI,7,0.5
292,8,1,90,1,92,14,90,78,1,1,41,24.0,46,0,985,3,"Fyodorovich, V.",96,340,10,464,25,6.5,49,1,163,"Fyodorovich, V.",WR,10,11,100,65,0,35,NO,11,0.7859999999999999
293,8,1,90,1,94,14,60,70,1,1,31,24.8,44,0,768,3,"Bayley, B.",90,340,1,464,0,0.0,0,0,0,"Bayley, B.",CB,1,11,100,60,0,50,NO,11,0.7859999999999999
294,1,1,81,1,81,14,90,72,1,1,32,27.8,101,1,889,6,"Valentine, V.",92,297,10,454,36,7.2,66,0,258,"Valentine, V.",WR,10,12,100,65,0,20,BAL,8,0.5710000000000001
295,1,15,75,15,70,14,75,55,1,1,23,26.3,105,1,604,6,"Summer, A.",84,297,20,454,0,0.0,0,0,0,"Summer, A.",RB,20,12,99,55,0,20,BAL,8,0.5710000000000001
296,1,1,85,1,100,14,55,85,1,1,1,-3.0,0,0,-3,6,"Roenick, A.",98,297,1,454,0,0.0,0,0,0,"Roenick, A.",LB,1,12,85,85,0,95,BAL,8,0.5710000000000001
297,1,22,80,25,100,14,85,80,25,25,2,1.5,3,0,3,6,"L'Alto, V.",100,297,70,454,1,6.0,6,0,6,"L'Alto, V.",TE,75,12,85,90,0,50,BAL,8,0.5710000000000001
298,1,1,95,1,88,14,75,80,1,1,4,12.8,25,0,51,6,"Oakes, B.",96,297,1,454,0,0.0,0,0,0,"Oakes, B.",FS,1,12,100,70,0,69,BAL,8,0.5710000000000001
299,2,15,70,15,80,14,80,60,1,1,14,19.4,34,0,272,11,"Wizardry, D.",84,429,25,287,0,0.0,0,0,0,"(R) Wizardry, D.",RB,25,12,90,70,0,20,YKW,3,0.214
300,2,1,80,1,80,14,65,83,1,1,1,2.0,2,0,2,11,"Rainey, R.",89,429,1,287,0,0.0,0,0,0,"Rainey, R.",LB,1,12,85,80,0,80,YKW,3,0.214
301,2,1,71,1,70,6,57,50,1,1,0,0.0,0,0,0,11,"Verden, J.",72,429,1,287,12,7.8,34,0,93,"(R) Verden, J.",CB,1,12,83,38,0,49,YKW,3,0.214
302,2,1,85,1,81,14,66,80,1,1,37,19.8,43,0,734,11,"Lavelle, D.",94,429,1,287,0,0.0,0,0,0,"Lavelle, D.",CB,1,12,100,65,0,70,YKW,3,0.214
303,3,1,90,7,100,14,90,80,1,1,36,30.6,104,1,1100,8,"Miller, H.",97,495,31,356,0,0.0,0,0,0,"Miller, H.",WR,31,12,100,65,0,35,COL,6,0.429
304,3,1,82,1,60,14,50,70,1,1,0,0.0,0,0,0,8,"Danger, D.",75,495,1,356,26,9.9,88,1,258,"Danger, D.",CB,1,12,80,50,0,50,COL,6,0.429
305,3,15,70,15,72,14,70,50,1,1,47,18.8,32,0,882,8,"Grau, M.",83,495,58,356,0,0.0,0,0,0,"Grau, M.",RB,58,12,85,85,0,20,COL,6,0.429
306,3,1,75,1,75,14,75,70,1,1,1,-2.0,0,0,-2,8,"Tillman, M.",84,495,4,356,0,0.0,0,0,0,"Tillman, M.",SS,4,12,87,70,0,70,COL,6,0.429
307,4,1,94,1,80,14,75,76,1,1,36,26.9,108,1,970,7,"Morris, D.",93,349,1,326,1,2.0,2,0,2,"Morris, D.",FS,1,12,99,61,0,61,AZ,7,0.5
308,4,1,95,1,79,14,80,80,1,1,31,21.3,44,0,661,7,"Barnes, B.",96,349,1,326,19,11.7,55,0,223,"Barnes, B.",FS,1,12,95,75,0,70,AZ,7,0.5
309,4,1,84,1,90,14,90,78,1,1,8,27.4,42,0,219,7,"Willie, T.",93,349,10,326,0,0.0,0,0,0,"Willie, T.",WR,10,12,95,70,0,20,AZ,7,0.5
310,5,1,81,1,90,14,90,52,1,1,12,26.2,43,0,315,3,"Atwell, T.",89,267,10,383,0,0.0,0,0,0,"Atwell, T.",WR,10,12,100,53,0,24,OCO,11,0.7859999999999999
311,5,1,89,1,80,14,80,85,1,1,46,22.4,44,0,1031,3,"Bly Jr., A.",98,267,1,383,27,6.6,19,0,178,"Bly Jr., A.",CB,1,12,95,70,0,72,OCO,11,0.7859999999999999
312,5,1,95,1,100,14,75,80,1,1,28,26.9,56,0,753,3,"Broxton, J.",98,267,25,383,24,9.0,19,0,217,"Broxton, J.",FS,25,12,100,70,0,75,OCO,11,0.7859999999999999
313,6,1,80,1,85,14,90,78,1,1,35,23.9,106,1,835,4,"Oles, K.",91,250,10,355,31,10.2,51,0,315,"Oles, K.",WR,10,12,100,55,0,20,SJS,10,0.7140000000000001
314,6,1,90,1,88,14,90,70,1,1,22,27.5,45,0,606,4,"Flash, X.",92,250,20,355,0,0.0,0,0,0,"Flash, X.",WR,20,12,90,70,0,20,SJS,10,0.7140000000000001
315,7,15,93,15,91,14,75,30,1,1,37,23.9,107,1,884,7,"Brown, M.",91,382,20,361,0,0.0,0,0,0,"Brown, M.",RB,20,12,100,70,0,20,PHI,7,0.5
316,7,1,87,1,82,14,99,78,1,1,10,21.8,42,0,218,7,"Bush, C.",94,382,20,361,0,0.0,0,0,0,"Bush, C.",WR,20,12,90,74,0,20,PHI,7,0.5
317,7,1,80,1,75,14,75,77,1,1,28,24.2,92,0,677,7,"Garnett, L.",88,382,1,361,19,10.6,51,0,202,"Garnett, L.",FS,1,12,100,58,0,55,PHI,7,0.5
318,7,1,70,1,77,14,72,78,1,1,0,0.0,0,0,0,7,"Felix, L.",89,382,1,361,3,10.3,15,0,31,"Felix, L.",CB,1,12,95,65,0,68,PHI,7,0.5
319,8,1,80,1,75,14,60,60,1,1,41,22.1,67,0,906,10,"Hornbacher, A.",81,399,1,346,0,0.0,0,0,0,"(R) Hornbacher, A.",FS,1,12,92,60,0,55,NO,4,0.28600000000000003
320,8,3,90,1,100,14,90,80,1,1,42,24.9,46,0,1046,10,"Fyodorovich, V.",98,399,35,346,24,6.2,20,0,150,"Fyodorovich, V.",WR,35,12,100,65,0,35,NO,4,0.28600000000000003
321,8,1,60,1,70,14,72,51,1,1,1,1.0,1,0,1,10,"DiMirio, P.",78,399,25,346,0,0.0,0,0,0,"DiMirio, P.",TE,26,12,90,65,0,25,NO,4,0.28600000000000003
322,1,1,88,1,90,14,90,72,1,1,35,22.9,43,0,801,10,"Valentine, V.",94,363,10,323,27,7.3,49,0,198,"Valentine, V.",WR,10,13,100,65,0,20,BAL,4,0.28600000000000003
323,1,1,90,1,80,14,70,79,1,1,38,21.5,44,0,817,10,"Hondo, A.",95,363,1,323,0,0.0,0,0,0,"Hondo, A.",CB,1,13,95,70,0,70,BAL,4,0.28600000000000003
324,2,15,75,15,90,14,81,60,1,1,44,21.9,65,0,962,10,"Wizardry, D.",86,457,25,342,29,11.9,70,1,346,"Wizardry, D.",RB,25,13,90,72,0,20,YKW,4,0.28600000000000003
325,2,1,82,1,73,14,70,80,1,1,46,20.2,39,0,931,10,"Lavelle, D.",90,457,1,342,0,0.0,0,0,0,"Lavelle, D.",CB,1,13,90,65,0,70,YKW,4,0.28600000000000003
326,3,10,90,25,100,14,90,80,1,1,34,29.7,104,1,1009,6,"Miller, H.",98,349,35,417,14,13.4,71,1,188,"Miller, H.",WR,35,13,100,65,0,27,COL,8,0.5710000000000001
327,3,1,76,1,83,14,88,50,1,1,36,25.5,101,1,918,6,"Bishop, J.",84,349,10,417,0,0.0,0,0,0,"Bishop, J.",WR,10,13,97,48,0,20,COL,8,0.5710000000000001
328,3,1,82,1,60,14,50,70,1,1,1,2.0,2,0,2,6,"Danger, D.",75,349,1,417,0,0.0,0,0,0,"Danger, D.",CB,1,13,80,50,0,50,COL,8,0.5710000000000001
329,3,1,92,1,82,14,75,80,1,1,0,0.0,0,0,0,6,"Oakes, B.",95,349,1,417,13,16.2,70,1,210,"Oakes, B.",FS,1,13,98,70,0,69,COL,8,0.5710000000000001
330,4,1,95,1,89,14,80,80,1,1,33,26.4,98,1,871,9,"Barnes, B.",97,410,1,338,26,10.0,64,0,260,"Barnes, B.",FS,1,13,95,75,0,72,AZ,5,0.35700000000000004
331,4,1,75,1,70,14,25,60,1,1,1,0.0,0,0,0,9,"Robertson, A.",84,410,1,338,0,0.0,0,0,0,"Robertson, A.",DE,1,13,82,75,0,70,AZ,5,0.35700000000000004
332,4,1,81,1,77,14,56,50,1,1,53,25.1,42,0,1329,9,"Asipi III, A.",83,410,1,338,0,0.0,0,0,0,"Asipi III, A.",CB,1,13,100,35,0,55,AZ,5,0.35700000000000004
333,5,1,80,1,80,14,80,77,1,1,37,26.2,103,1,969,5,"Bly Jr., A.",92,329,1,363,21,6.2,18,0,130,"Bly Jr., A.",CB,1,13,95,60,0,65,OCO,9,0.643
334,5,1,95,1,100,14,75,80,1,1,31,27.1,103,1,839,5,"Broxton, J.",98,329,1,363,0,0.0,0,0,0,"Broxton, J.",FS,1,13,100,70,0,75,OCO,9,0.643
335,5,1,70,1,90,14,84,72,1,1,2,0.0,2,0,0,5,"Sunnycursed, N.",87,329,10,363,0,0.0,0,0,0,"Sunnycursed, N.",WR,10,13,100,55,0,20,OCO,9,0.643
336,6,1,50,1,65,14,72,54,1,1,1,3.0,3,0,3,2,"Williams, R.",69,276,25,419,0,0.0,0,0,0,"Williams, R.",TE,27,13,71,57,0,25,SJS,12,0.857
337,6,1,90,1,90,14,98,70,1,1,28,27.5,95,0,770,2,"Flash, X.",94,276,20,419,0,0.0,0,0,0,"Flash, X.",WR,20,13,90,70,0,20,SJS,12,0.857
338,6,1,90,1,85,14,90,83,1,1,33,28.0,82,0,925,2,"Oles, K.",95,276,10,419,21,14.2,87,1,298,"Oles, K.",WR,18,13,100,59,0,20,SJS,12,0.857
339,7,1,87,1,65,14,95,78,1,1,20,19.5,37,0,390,6,"Bush, C.",91,377,20,413,0,0.0,0,0,0,"Bush, C.",WR,20,13,90,71,0,20,PHI,8,0.5710000000000001
340,7,1,70,1,77,14,72,78,1,1,18,20.1,37,0,362,6,"Felix, L.",89,377,1,413,0,0.0,0,0,0,"Felix, L.",CB,1,13,95,65,0,68,PHI,8,0.5710000000000001
341,7,1,90,1,80,14,90,66,1,1,14,27.6,43,0,386,6,"von Matt, J.",89,377,10,413,0,0.0,0,0,0,"von Matt, J.",WR,10,13,95,46,0,20,PHI,8,0.5710000000000001
342,7,1,90,1,80,14,25,45,1,1,17,22.8,106,1,388,6,"Becker, K.",88,377,1,413,9,9.6,22,0,86,"Becker, K.",LB,1,13,88,70,0,91,PHI,8,0.5710000000000001
343,7,1,72,1,70,14,33,52,1,1,1,-2.0,0,0,-2,6,"Dwyer, J.",84,377,1,413,0,0.0,0,0,0,"Dwyer, J.",DE,1,13,86,70,0,70,PHI,8,0.5710000000000001
344,7,1,90,1,75,14,75,80,1,1,10,17.9,40,0,179,6,"Garnett, L.",92,377,1,413,15,8.2,52,0,123,"Garnett, L.",FS,1,13,100,60,0,60,PHI,8,0.5710000000000001
345,8,1,75,1,85,14,55,75,1,1,1,2.0,2,0,2,8,"Rax, L.",96,397,1,343,0,0.0,0,0,0,"Rax, L.",DE,1,13,85,85,0,87,NO,6,0.429
346,8,1,70,1,83,14,75,80,1,1,36,24.5,92,1,881,8,"Schneider, D.",88,397,1,343,0,0.0,0,0,0,"Schneider, D.",SS,1,13,100,70,0,70,NO,6,0.429
347,8,25,90,21,100,14,90,80,1,1,41,25.8,107,1,1056,8,"Fyodorovich, V.",98,397,35,343,22,7.3,72,1,161,"Fyodorovich, V.",WR,35,13,100,65,0,35,NO,6,0.429
348,8,15,79,15,80,14,40,30,1,1,1,-1.0,0,0,-1,8,"Danielsson, A.",73,397,20,343,0,0.0,0,0,0,"Danielsson, A.",RB,20,13,100,40,0,20,NO,6,0.429
349,1,15,95,15,99,14,75,64,1,1,4,23.5,33,0,94,3,"Brown, M.",96,310,28,448,0,0.0,0,0,0,"Brown, M.",RB,20,14,100,70,0,20,BAL,11,0.7859999999999999
350,1,1,90,1,83,14,90,75,1,1,13,22.0,41,0,286,3,"Squanch, V.",93,310,10,448,0,0.0,0,0,0,"Squanch, V.",WR,10,14,95,70,0,20,BAL,11,0.7859999999999999
351,1,1,75,1,70,14,80,70,1,1,27,22.9,39,0,619,3,"Bly Jr., A.",87,310,1,448,15,7.3,17,0,109,"Bly Jr., A.",CB,1,14,92,60,0,55,BAL,11,0.7859999999999999
352,1,1,90,1,95,14,90,80,1,1,30,24.3,46,0,730,3,"Valentine, V.",96,310,10,448,7,18.7,76,1,131,"Valentine, V.",WR,18,14,100,65,0,28,BAL,11,0.7859999999999999
353,1,1,75,1,90,14,55,85,1,1,1,3.0,3,0,3,3,"Trout, C.",88,310,1,448,0,0.0,0,0,0,"Trout, C.",LB,1,14,85,85,0,76,BAL,11,0.7859999999999999
354,1,1,90,1,84,14,66,70,1,1,9,28.9,46,0,260,3,"Hornbacher, A.",92,310,1,448,9,10.0,25,0,90,"Hornbacher, A.",CB,1,14,100,65,0,54,BAL,11,0.7859999999999999
355,2,1,80,1,80,14,90,55,1,1,34,24.2,41,0,822,8,"Parker, J.",87,326,10,310,0,0.0,0,0,0,"Parker, J.",WR,10,14,96,55,0,20,YKW,6,0.429
356,2,1,70,1,74,14,88,50,1,1,0,0.0,0,0,0,8,"Swift, N.",82,326,1,310,36,8.4,59,0,301,"Swift, N.",WR,1,14,93,60,0,20,YKW,6,0.429
357,2,1,85,1,85,14,70,74,1,1,31,23.4,40,0,725,8,"Taylor, C.",93,326,1,310,0,0.0,0,0,0,"Taylor, C.",SS,1,14,95,75,0,80,YKW,6,0.429
358,3,1,80,1,90,14,90,55,1,1,27,26.3,42,0,710,10,"Bishop, J.",89,442,10,368,13,12.4,44,0,161,"Bishop, J.",WR,10,14,100,54,0,20,COL,4,0.28600000000000003
359,3,15,70,15,72,14,70,50,1,1,17,22.2,73,0,378,10,"Grau, M.",61,442,22,368,0,0.0,0,0,0,"Grau, M.",FB,46,14,85,83,0,20,COL,4,0.28600000000000003
360,3,1,70,1,80,14,70,68,1,1,27,18.5,57,0,499,10,"Montgomery, B.",86,442,1,368,0,0.0,0,0,0,"Montgomery, B.",CB,1,14,99,65,0,50,COL,4,0.28600000000000003
361,4,1,70,1,75,14,81,49,1,1,46,19.6,37,0,901,12,"Hasselhoff, F.",79,523,10,224,17,7.1,17,0,121,"Hasselhoff, F.",WR,8,14,91,52,0,20,AZ,2,0.14300000000000002
362,4,1,70,1,80,14,85,40,1,1,50,21.5,36,0,1076,12,"Hardwick, S.",81,523,10,224,0,0.0,0,0,0,"Hardwick, S.",WR,10,14,93,61,0,20,AZ,2,0.14300000000000002
363,5,1,93,1,90,14,75,79,1,1,25,26.6,45,0,664,3,"Brown, M.",96,281,1,441,35,11.0,44,0,385,"Brown, M.",FS,1,14,100,70,0,72,OCO,11,0.7859999999999999
364,5,1,90,1,92,14,75,80,1,1,34,25.9,45,0,880,3,"Broxton, J.",96,281,1,441,0,0.0,0,0,0,"Broxton, J.",FS,1,14,100,70,0,75,OCO,11,0.7859999999999999
365,6,25,75,25,100,14,55,70,1,1,1,-2.0,0,0,-2,5,"Poopsie, D.",99,233,25,392,0,0.0,0,0,0,"Poopsie, D.",DE,1,14,80,90,0,95,SJS,9,0.643
366,6,1,90,1,90,14,100,85,1,1,32,24.7,83,0,790,5,"Flash, X.",96,233,20,392,0,0.0,0,0,0,"Flash, X.",WR,20,14,90,70,0,20,SJS,9,0.643
367,6,1,90,1,99,14,90,80,1,1,24,22.9,48,0,550,5,"Oles, K.",96,233,18,392,34,9.0,23,0,307,"Oles, K.",WR,18,14,100,63,0,20,SJS,9,0.643
368,7,1,95,1,96,14,80,80,1,1,30,27.0,46,0,811,5,"Barnes, B.",98,331,1,337,0,0.0,0,0,0,"Barnes, B.",FS,1,14,95,75,0,80,PHI,9,0.643
369,7,1,95,1,85,14,75,80,1,1,41,28.2,108,1,1155,5,"Garnett, L.",96,331,1,337,27,9.7,21,0,263,"Garnett, L.",FS,1,14,100,70,0,65,PHI,9,0.643
370,8,15,79,15,80,14,40,30,1,1,39,29.4,106,1,1147,10,"Danielsson, A.",73,405,20,331,0,0.0,0,0,0,"Danielsson, A.",RB,20,14,100,40,0,20,NO,4,0.28600000000000003
371,8,1,90,1,100,14,90,80,1,1,42,30.4,55,0,1277,10,"Fyodorovich, V.",98,405,35,331,24,10.5,49,0,253,"Fyodorovich, V.",WR,35,14,100,65,0,20,NO,4,0.28600000000000003
372,1,1,90,1,100,14,90,80,1,1,38,23.7,46,0,901,2,"Valentine, V.",97,297,10,520,27,7.9,19,0,212,"Valentine, V.",WR,35,15,100,65,0,28,BAL,12,0.857
373,1,1,84,1,77,14,56,50,1,1,1,1.0,1,0,1,2,"Asipi III, A.",84,297,1,520,0,0.0,0,0,0,"Asipi III, A.",CB,1,15,100,35,0,55,BAL,12,0.857
374,1,10,80,1,100,14,90,78,1,1,1,-1.0,0,0,-1,2,"Miller, H.",91,297,10,520,0,0.0,0,0,0,"Miller, H.",WR,10,15,100,50,0,20,BAL,12,0.857
375,1,1,85,1,91,14,55,85,1,1,1,0.0,0,0,0,2,"Trout, C.",92,297,1,520,0,0.0,0,0,0,"Trout, C.",LB,1,15,85,85,0,80,BAL,12,0.857
376,1,1,93,1,88,14,70,80,1,1,24,24.2,43,0,581,2,"Hornbacher, A.",97,297,1,520,3,11.0,20,0,33,"Hornbacher, A.",CB,1,15,100,65,0,65,BAL,12,0.857
377,2,1,80,1,72,14,90,70,1,1,29,25.0,99,0,726,7,"Parker, J.",91,305,10,358,0,0.0,0,0,0,"Parker, J.",WR,10,15,100,65,0,20,YKW,7,0.5
378,2,1,94,1,90,14,70,80,1,1,34,29.8,108,1,1012,7,"Applehort, R.",98,305,1,358,0,0.0,0,0,0,"Applehort, R.",CB,1,15,100,65,0,70,YKW,7,0.5
379,2,1,70,15,80,14,85,50,1,1,0,0.0,0,0,0,7,"Marshall, M.",81,305,30,358,32,6.4,22,0,204,"Marshall, M.",RB,20,15,90,54,0,20,YKW,7,0.5
380,3,1,81,1,98,14,90,60,1,1,43,26.4,108,1,1136,12,"Bishop, J.",91,474,10,258,20,6.0,17,0,119,"Bishop, J.",WR,10,15,100,58,0,20,COL,2,0.14300000000000002
381,3,1,70,1,83,14,70,68,1,1,44,24.1,40,0,1060,12,"Montgomery, B.",86,474,1,258,0,0.0,0,0,0,"Montgomery, B.",CB,1,15,100,65,0,50,COL,2,0.14300000000000002
382,4,15,80,15,80,14,74,63,1,1,41,21.5,42,0,882,8,"Shady, S.",90,373,20,351,0,0.0,0,0,0,"Shady, S.",RB,20,15,100,70,0,20,AZ,6,0.429
383,4,1,71,1,70,14,32,70,1,1,1,0.0,0,0,0,8,"Lee, L.",86,373,1,351,0,0.0,0,0,0,"Lee, L.",LB,1,15,85,85,0,80,AZ,6,0.429
384,4,1,70,1,80,14,89,40,1,1,3,25.3,30,0,76,8,"Hardwick, S.",83,373,10,351,0,0.0,0,0,0,"Hardwick, S.",WR,10,15,94,65,0,20,AZ,6,0.429
385,4,15,83,15,84,14,85,75,1,1,0,0.0,0,0,0,8,"Adams, R.",60,373,25,351,23,8.2,19,0,188,"Adams, R.",FB,25,15,95,79,0,20,AZ,6,0.429
386,4,1,68,1,55,14,80,70,1,1,37,16.9,34,0,626,8,"Murphy, J.",82,373,1,351,2,7.5,15,0,15,"Murphy, J.",CB,1,15,90,30,0,61,AZ,6,0.429
387,5,1,95,1,100,14,80,80,1,1,28,33.8,103,1,946,6,"Grithead, D.",98,299,9,351,35,9.8,20,0,342,"Grithead, D.",FS,1,15,95,75,0,80,OCO,8,0.5710000000000001
388,5,1,85,1,95,14,90,76,1,1,36,23.4,43,0,842,6,"Sunnycursed, N.",94,299,10,351,0,0.0,0,0,0,"Sunnycursed, N.",WR,10,15,100,65,0,20,OCO,8,0.5710000000000001
389,6,1,90,1,98,14,100,85,1,1,26,26.3,93,0,683,3,"Flash, X.",96,265,20,326,0,0.0,0,0,0,"Flash, X.",WR,20,15,90,70,0,20,SJS,11,0.7859999999999999
390,6,1,90,1,100,14,90,80,1,1,30,21.1,45,0,633,3,"Oles, K.",97,265,27,326,32,15.9,81,1,509,"Oles, K.",WR,35,15,100,65,0,27,SJS,11,0.7859999999999999
391,6,25,75,25,100,14,55,70,1,1,1,1.0,1,0,1,3,"Poopsie, D.",99,265,25,326,0,0.0,0,0,0,"Poopsie, D.",DE,1,15,80,90,0,95,SJS,11,0.7859999999999999
392,7,1,95,1,89,14,75,80,1,1,37,30.2,108,1,1116,6,"Garnett, L.",97,309,1,340,24,10.8,21,0,259,"Garnett, L.",FS,1,15,100,70,0,75,PHI,8,0.5710000000000001
393,7,1,95,1,90,14,90,66,1,1,32,27.7,103,1,887,6,"von Matt, J.",91,309,10,340,0,0.0,0,0,0,"von Matt, J.",WR,10,15,95,46,0,20,PHI,8,0.5710000000000001
394,7,1,70,1,67,14,70,71,1,1,5,20.6,40,0,103,6,"Emoji, E.",83,309,1,340,0,0.0,0,0,0,"Emoji (R), E.",CB,1,15,100,50,0,45,PHI,8,0.5710000000000001
395,7,1,67,1,82,14,39,70,1,1,1,2.0,2,0,2,6,"Smyles, L.",91,309,1,340,0,0.0,0,0,0,"Smyles, L.",DE,1,15,85,80,0,81,PHI,8,0.5710000000000001
396,8,1,90,1,95,14,90,80,1,1,33,25.9,56,0,854,12,"Fyodorovich, V.",96,465,10,283,19,9.9,67,1,188,"Fyodorovich, V.",WR,10,15,100,65,0,20,NO,2,0.14300000000000002
397,8,20,77,15,81,14,75,30,1,1,47,26.5,54,0,1244,12,"Swift, T.",48,465,20,283,0,0.0,0,0,0,"Swift, T.",FB,20,15,100,70,0,20,NO,2,0.14300000000000002
398,8,1,75,1,85,14,55,75,1,1,1,3.0,3,0,3,12,"Rax, L.",98,465,1,283,0,0.0,0,0,0,"Rax, L.",DE,1,15,85,85,0,93,NO,2,0.14300000000000002
399,8,1,75,1,72,14,35,75,1,1,1,0.0,0,0,0,12,"Kuusela, G.",92,465,1,283,0,0.0,0,0,0,"Kuusela, G.",DE,1,15,85,85,0,80,NO,2,0.14300000000000002
400,1,1,55,1,83,13,80,70,1,1,25,14.6,28,0,366,6,"Espeeyeeseetee, A.",81,268,20,324,0,0.0,0,0,0,"Espeeyeeseetee (R), A.",WR,20,16,90,75,0,20,BAL,7,0.5379999999999999
401,1,1,80,1,84,13,30,80,1,1,1,0.0,0,0,0,6,"Roenick, A.",89,268,1,324,0,0.0,0,0,0,"Roenick, A.",LB,1,16,85,85,0,80,BAL,7,0.5379999999999999
402,1,1,96,1,89,13,70,80,1,1,25,29.0,99,0,726,6,"Hornbacher, A.",98,268,1,324,29,6.1,21,0,176,"Hornbacher, A.",CB,1,16,100,65,0,69,BAL,7,0.5379999999999999
403,1,1,87,1,100,13,90,80,1,1,31,27.8,105,1,863,6,"Maddox, E.",96,268,10,324,0,0.0,0,0,0,"Maddox, E.",WR,34,16,100,65,0,35,BAL,7,0.5379999999999999
404,2,1,72,1,92,13,90,73,1,1,1,-3.0,0,0,-3,3,"Helanen, T.",88,312,10,418,0,0.0,0,0,0,"Helanen, T.",WR,10,16,100,50,0,20,YKW,10,0.769
