,Player,S,Team,Points,rush_TD,rec_TD,KR_TD,PR_TD,def_TD,XPM,FGM
94,"Owens, A.",22,COL,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
95,"Panda, F.",22,PHI,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
96,"Passman, T.",22,AZ,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
97,"Phillips, J.",22,OCO,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
98,"Podolak, J.",22,HON,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
99,"Quinn, A.",22,BAL,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
100,"Reed, A.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,"Robertowski, G.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"Rodriguez, B.",22,YKW,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
103,"Ruff, R.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,"Sauce, E.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,"Skuff, R.",22,BAL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
106,"Skyline, A.",22,YKW,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,"Swift, N.",22,YKW,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
108,"Thomas-Fox, D.",22,SJS,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
109,"Tidwell, R.",22,AUS,66.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
110,"Tirtawidjaja, J.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,"Torenson, S.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,"Toriki, M.",22,NO,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
113,"Trunks, F.",22,OCO,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
114,"Tyerucker, Q.",22,SJS,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,"Varga, N.",22,PHI,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
116,"Vincent, M.",22,COL,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,"Vuxta, R.",22,PHI,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
118,"Williams, D.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"Witheblock, M.",22,SAR,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,"Wolfcastle, R.",22,NO,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
121,"Yoda, B.",22,AZ,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
122,"Z, D.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,"Z, D.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Z, D.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,"Z, D.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Z, D.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"Abernathy, K.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,"Acho, M.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"Adams, X.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,"Banks II, D.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,"Beck, C.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Biggums, T.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"Blaylock, M.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"D'Attoria V, R.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,"Donut, S.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"Dream, K.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,"Emoji, E.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,"Firestorm-Fjord, O.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Gordon, R.",22,SAR,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,"Green, W.",22,BAL,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
141,"Grithead, D.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,"Gump, F.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Hanyadi, M.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"Harrison, H.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,"Jackson, A.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,"Kane-Maika'i, K.",22,HON,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
147,"Knight, L.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"Kross, C.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,"Larson, P.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,"Lattimer, A.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,"Lavelle Jr., D.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"Leonard, M.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,"Maddox, E.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"Mendonca, M.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"O'Leary, S.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,"Owens, A.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"PickSix, H.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"Purchase, L.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,"Quaid, D.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,"Scarlett, D.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,"Snuggles, J.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,"Swift, N.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"Thomas-Fox, D.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,"Varga, N.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,"Vuxta, R.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,"Williams, D.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,"Abernathy, K.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,"Acho, M.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"Adams, X.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,"Alexander, N.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,"Allen, O.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,"Altidor, J.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"Andrews, J.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,"Annastesia, N.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"Arianlacher, M.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"Armstrong, F.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"Avery, E.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"BackerBot40, Z.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,"Bacon, T.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"Bakshi, S.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,"Baldari, F.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,"Bass, L.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,"Bayley Jr., B.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"Bean, S.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,"Beat, N.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"Berry, M.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,"Biggums, T.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,"Blackstone, I.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,"Blaylock, M.",22,NO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
190,"Blockley, C.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,"Bode, Q.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,"Booker, B.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"Boucher, B.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,"Brackenridge, T.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,"Brew, S.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,"Cho, J.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,"Cole, E.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,"Cross, M.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,"Cue, J.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,"Culbertson, R.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,"D'Attoria V, R.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,"De Ville, D.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,"Deck, I.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,"Dillmiballs, F.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,"Dinkley, V.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,"Dissector, U.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,"Dream, K.",22,OCO,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
208,"Eagle, R.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,"Edd, B.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,"Edmond, H.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,"Egghands, T.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,"Emoji, E.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,"Ennis, B.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,"Eriksen, W.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,"Evans, H.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,"Firestorm-Fjord, O.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,"Fisher, G.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,"Franchet, M.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,"Frost, D.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,"Gabagool, T.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,"Gimmy, I.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,"Ginsberg, D.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,"Green, W.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,"Grievous, L.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,"Grithead, D.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,"Gronlie, T.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,"Gump, F.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,"Hanyadi, M.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,"Harding, J.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,"Harris, C.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,"Hellzapoppin, J.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,"Hockhertz, M.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,"Hole, M.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,"Howyanow, W.",22,PHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
235,"Hughes, Q.",22,AZ,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
236,"Idlewyld, K.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,"Ironside, B.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,"Jensen, C.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,"Jimbo Jr., D.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,"Jones, D.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,"Kane-Maika'i, K.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,"Kearse, J.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,"Kehla, Z.",22,AZ,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
244,"Keiki-KÄne, M.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,"Kirkby, T.",22,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
246,"Knight, L.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,"Koniecpolski, S.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,"Kroustis, G.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,"Kuusela, G.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,"Lattimer, A.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,"Lavelle Jr., D.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,"Lazer-Eyes, G.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,"Leonard, M.",22,YKW,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
254,"MacAndrew, H.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,"MacGregor, G.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,"Mack, M.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,"Magic, M.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,"Mango-Panda, H.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,"Marston, J.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,"Masters, S.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,"Maulolo, C.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,"McDavid, L.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,"McKinnie, L.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,"McTackle, R.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,"McTaco, P.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,"Miller II, C.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,"Miller, P.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,"Money, P.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,"Moreno, V.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,"Morris, R.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,"Nikko, G.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,"Nkiah, J.",22,SAR,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
273,"Noble Jr., L.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,"Ocewilder, S.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,"Okura, T.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,"Oles JR, T.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,"Otle, C.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,"Parker, P.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,"Personsacker, J.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,"Pest, T.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,"Phillips, J.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,"PickSix, H.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,"Purchase, L.",22,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
284,"Quaid, D.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,"Quin, A.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,"Rambo, J.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,"Rector, D.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,"Ridley, X.",22,CHI,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
289,"Rikiya, M.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,"Riposte, F.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,"Rok, R.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,"Ruff, R.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,"Ryeu, S.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,"Sanchez, I.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,"Sauce, E.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,"Scarlett, D.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,"Scott, R.",22,COL,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
298,"Selich, A.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,"Sexjoke, A.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,"Sinclair, Q.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,"Sinclair, Q.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,"Skarsgard, T.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,"Skarsgard, T.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,"Smirh, J.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,"Smith, J.",22,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,"Snuggles, J.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,"Stackinpaper, B.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,"Staley, T.",22,SJS,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
309,"Stephens, W.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,"Storm, J.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,"Summers, H.",22,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,"Suzuki, S.",22,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,"Sweets, C.",22,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,"Taffy, T.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,"Taylor, D.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,"Thumper, B.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,"Tu'inukuafe, B.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,"Tucker Jr., P.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,"Uchiha, L.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,"Uchiha, L.",22,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,"Vans, R.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,"Vassallo, S.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,"Vegeta, P.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,"Virtanen, M.",22,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,"Wilf, G.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,"Witten, A.",22,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,"Works, S.",22,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,"Wozniak, J.",22,HON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,"Yoda, B.",22,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,"Z, D.",22,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,"Z, D.",22,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,"Banana, S.",22,COL,105.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0
333,"Brand, F.",22,BAL,99.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0
334,"Crisco, A.",22,AUS,102.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0
335,"Dasistwirklichseinnachname, A.",22,OCO,121.0,0.0,0.0,0.0,0.0,0.0,34.0,29.0
336,"Espinosa, D.",22,SAR,81.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0
337,"Jay-Jaymison, J.",22,AZ,82.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0
338,"Louis, L.",22,PHI,76.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0
339,"McDairmid, M.",22,SJS,76.0,0.0,0.0,0.0,0.0,0.0,34.0,14.0
340,"Powers, V.",22,HON,64.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0
341,"Prohaska, H.",22,NO,89.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0
342,"Sidekick, S.",22,CHI,55.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0
343,"Smalls, D.",22,YKW,124.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0
0,"Armstrong, F.",23,OCO,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Arrabiata, D.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"Back, R.",23,SAR,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"Banks II, D.",23,SAR,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"Bigby, L.",23,OCO,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"Bigsby, C.",23,YKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"Blocksdale Jr., A.",23,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,"Boyd, C.",23,SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"Cardrissian, R.",23,SJS,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9,"Cole, E.",23,AUS,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
10,"Cue, J.",23,AZ,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
11,"Dotson, F.",23,PHI,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"Evans, H.",23,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,"Francisco, S.",23,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,"Frost, D.",23,SAR,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"Fujiwara, C.",23,BAL,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
16,"George, D.",23,OCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,"Gilbert, R.",23,COL,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Gump, F.",23,NO,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"Hank, F.",23,CHI,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"Hanyadi, M.",23,YKW,78.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"Havran, C.",23,HON,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"Hayes, V.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,"Irving, J.",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,"Jack, "".",23,SJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,"Jones, K.",23,AUS,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"Kane-Maika'i, K.",23,HON,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"Lackson, J.",23,SJS,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
28,"McDummy, W.",23,COL,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
29,"Mendonca, M.",23,AUS,66.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"Nakamura, T.",23,OCO,54.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"O'Donnell, G.",23,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Owens, A.",23,COL,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
